date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2017-01-06,18,24,11,18.0,17.0,16.0,11.0,13.0,12.0,1015.19,1016.93,1019.15,100.0,100.0,100.0,26.0,41.0,38.0,25.0,24.0,23.0,10.0,10.0,10.0,14.0,16.0,14.0,7.0,10.0,10.0,1018.0,1019.0,1022.0,1011.0,1014.0,1016.0,0.0,0.0,0.0
2017-01-07,18,22,14,18.0,18.0,17.0,13.0,11.0,13.0,1012.71,1015.19,1016.93,100.0,100.0,100.0,43.0,26.0,41.0,24.0,25.0,24.0,11.0,10.0,10.0,15.0,14.0,16.0,11.0,7.0,10.0,1015.0,1018.0,1019.0,1010.0,1011.0,1014.0,0.0,0.0,0.0
2017-01-08,16,20,12,18.0,18.0,18.0,10.0,13.0,11.0,1011.52,1012.71,1015.19,94.0,100.0,100.0,26.0,43.0,26.0,22.0,24.0,25.0,14.0,11.0,10.0,14.0,15.0,14.0,3.0,11.0,7.0,1013.0,1015.0,1018.0,1009.0,1010.0,1011.0,0.0,0.0,0.0
2017-01-09,15,21,9,16.0,18.0,18.0,9.0,10.0,13.0,1014.24,1011.52,1012.71,100.0,94.0,100.0,27.0,26.0,43.0,20.0,22.0,24.0,12.0,14.0,11.0,15.0,14.0,15.0,1.0,3.0,11.0,1017.0,1013.0,1015.0,1012.0,1009.0,1010.0,0.0,0.0,0.0
2017-01-10,13,19,7,15.0,16.0,18.0,5.0,9.0,10.0,1015.62,1014.24,1011.52,100.0,100.0,94.0,15.0,27.0,26.0,21.0,20.0,22.0,9.0,12.0,14.0,10.0,15.0,14.0,-1.0,1.0,3.0,1018.0,1017.0,1013.0,1014.0,1012.0,1009.0,0.0,0.0,0.0
2017-01-11,10,18,3,13.0,15.0,16.0,3.0,5.0,9.0,1017.0,1015.62,1014.24,94.0,100.0,100.0,17.0,15.0,27.0,19.0,21.0,20.0,7.0,9.0,12.0,9.0,10.0,15.0,-5.0,-1.0,1.0,1019.0,1018.0,1017.0,1015.0,1014.0,1012.0,0.0,0.0,0.0
2017-01-12,12,19,4,10.0,13.0,15.0,-3.0,3.0,5.0,1017.54,1017.0,1015.62,70.0,94.0,100.0,13.0,17.0,15.0,18.0,19.0,21.0,3.0,7.0,9.0,2.0,9.0,10.0,-7.0,-5.0,-1.0,1020.0,1019.0,1018.0,1015.0,1015.0,1014.0,0.0,0.0,0.0
2017-01-13,12,20,4,12.0,10.0,13.0,-5.0,-3.0,3.0,1017.24,1017.54,1017.0,75.0,70.0,94.0,4.0,13.0,17.0,19.0,18.0,19.0,4.0,3.0,7.0,2.0,2.0,9.0,-93.0,-7.0,-5.0,1020.0,1020.0,1019.0,1015.0,1015.0,1015.0,0.0,0.0,0.0
2017-01-14,12,20,5,12.0,12.0,10.0,-1.0,-5.0,-3.0,1017.75,1017.24,1017.54,70.0,75.0,70.0,10.0,4.0,13.0,20.0,19.0,18.0,4.0,4.0,3.0,1.0,2.0,2.0,-8.0,-93.0,-7.0,1020.0,1020.0,1020.0,1016.0,1015.0,1015.0,0.0,0.0,0.0
2017-01-15,14,22,7,12.0,12.0,12.0,2.0,-1.0,-5.0,1018.81,1017.75,1017.24,71.0,70.0,75.0,24.0,10.0,4.0,20.0,20.0,19.0,5.0,4.0,4.0,4.0,1.0,2.0,0.0,-8.0,-93.0,1021.0,1020.0,1020.0,1017.0,1016.0,1015.0,0.0,0.0,0.0
2017-01-16,15,21,9,14.0,12.0,12.0,3.0,2.0,-1.0,1018.33,1018.81,1017.75,77.0,71.0,70.0,19.0,24.0,10.0,22.0,20.0,20.0,7.0,5.0,4.0,10.0,4.0,1.0,0.0,0.0,-8.0,1021.0,1021.0,1020.0,1015.0,1017.0,1016.0,0.0,0.0,0.0
2017-01-17,12,20,5,15.0,14.0,12.0,3.0,3.0,2.0,1017.35,1018.33,1018.81,74.0,77.0,71.0,15.0,19.0,24.0,21.0,22.0,20.0,9.0,7.0,5.0,7.0,10.0,4.0,-2.0,0.0,0.0,1019.0,1021.0,1021.0,1015.0,1015.0,1017.0,0.0,0.0,0.0
2017-01-18,14,21,8,12.0,15.0,14.0,3.0,3.0,3.0,1018.52,1017.35,1018.33,100.0,74.0,77.0,4.0,15.0,19.0,20.0,21.0,22.0,5.0,9.0,7.0,7.0,7.0,10.0,-3.0,-2.0,0.0,1021.0,1019.0,1021.0,1016.0,1015.0,1015.0,0.0,0.0,0.0
2017-01-19,14,23,6,14.0,12.0,15.0,5.0,3.0,3.0,1021.26,1018.52,1017.35,93.0,100.0,74.0,16.0,4.0,15.0,21.0,20.0,21.0,8.0,5.0,9.0,8.0,7.0,7.0,-2.0,-3.0,-2.0,1024.0,1021.0,1019.0,1019.0,1016.0,1015.0,0.0,0.0,0.0
2017-01-20,14,22,7,14.0,14.0,12.0,1.0,5.0,3.0,1022.69,1021.26,1018.52,87.0,93.0,100.0,9.0,16.0,4.0,23.0,21.0,20.0,6.0,8.0,5.0,7.0,8.0,7.0,-4.0,-2.0,-3.0,1026.0,1024.0,1021.0,1011.0,1019.0,1016.0,0.0,0.0,0.0
2017-01-21,16,22,9,14.0,14.0,14.0,2.0,1.0,5.0,1022.24,1022.69,1021.26,76.0,87.0,93.0,9.0,9.0,16.0,22.0,23.0,21.0,7.0,6.0,8.0,6.0,7.0,8.0,-4.0,-4.0,-2.0,1025.0,1026.0,1024.0,1019.0,1011.0,1019.0,0.0,0.0,0.0
2017-01-22,18,24,12,16.0,14.0,14.0,5.0,2.0,1.0,1020.79,1022.24,1022.69,63.0,76.0,87.0,25.0,9.0,9.0,22.0,22.0,23.0,9.0,7.0,6.0,8.0,6.0,7.0,2.0,-4.0,-4.0,1023.0,1025.0,1026.0,1018.0,1019.0,1011.0,0.0,0.0,0.0
2017-01-23,18,26,11,18.0,16.0,14.0,6.0,5.0,2.0,1021.53,1020.79,1022.24,67.0,63.0,76.0,19.0,25.0,9.0,24.0,22.0,22.0,12.0,9.0,7.0,11.0,8.0,6.0,-1.0,2.0,-4.0,1025.0,1023.0,1025.0,1019.0,1018.0,1019.0,0.0,0.0,0.0
2017-01-24,21,28,14,18.0,18.0,16.0,9.0,6.0,5.0,1019.98,1021.53,1020.79,77.0,67.0,63.0,24.0,19.0,25.0,26.0,24.0,22.0,11.0,12.0,9.0,12.0,11.0,8.0,7.0,-1.0,2.0,1023.0,1025.0,1023.0,1017.0,1019.0,1018.0,0.0,0.0,0.0
2017-01-25,22,27,17,21.0,18.0,18.0,12.0,9.0,6.0,1018.49,1019.98,1021.53,82.0,77.0,67.0,29.0,24.0,19.0,28.0,26.0,24.0,14.0,11.0,12.0,15.0,12.0,11.0,11.0,7.0,-1.0,1022.0,1023.0,1025.0,1015.0,1017.0,1019.0,0.0,0.0,0.0
2017-01-26,16,18,14,22.0,21.0,18.0,14.0,12.0,9.0,1017.9,1018.49,1019.98,77.0,82.0,77.0,32.0,29.0,24.0,27.0,28.0,26.0,17.0,14.0,11.0,17.0,15.0,12.0,12.0,11.0,7.0,1021.0,1022.0,1023.0,1014.0,1015.0,1017.0,0.2,0.0,0.0
2017-01-27,14,19,10,16.0,22.0,21.0,15.0,14.0,12.0,1017.47,1017.9,1018.49,100.0,77.0,82.0,66.0,32.0,29.0,18.0,27.0,28.0,14.0,17.0,14.0,16.0,17.0,15.0,14.0,12.0,11.0,1020.0,1021.0,1022.0,1015.0,1014.0,1015.0,19.0,0.2,0.0
2017-01-28,15,21,9,14.0,16.0,22.0,12.0,15.0,14.0,1019.25,1017.47,1017.9,100.0,100.0,77.0,52.0,66.0,32.0,19.0,18.0,27.0,10.0,14.0,17.0,15.0,16.0,17.0,8.0,14.0,12.0,1021.0,1020.0,1021.0,1017.0,1015.0,1014.0,0.0,19.0,0.2
2017-01-29,18,25,10,15.0,14.0,16.0,11.0,12.0,15.0,1020.22,1019.25,1017.47,100.0,100.0,100.0,34.0,52.0,66.0,21.0,19.0,18.0,9.0,10.0,14.0,13.0,15.0,16.0,8.0,8.0,14.0,1023.0,1021.0,1020.0,1017.0,1017.0,1015.0,0.0,0.0,19.0
2017-01-30,18,25,10,18.0,15.0,14.0,10.0,11.0,12.0,1018.13,1020.22,1019.25,100.0,100.0,100.0,22.0,34.0,52.0,25.0,21.0,19.0,10.0,9.0,10.0,15.0,13.0,15.0,3.0,8.0,8.0,1020.0,1023.0,1021.0,1015.0,1017.0,1017.0,0.0,0.0,0.0
2017-01-31,18,26,11,18.0,18.0,15.0,12.0,10.0,11.0,1016.37,1018.13,1020.22,100.0,100.0,100.0,28.0,22.0,34.0,25.0,25.0,21.0,10.0,10.0,9.0,15.0,15.0,13.0,9.0,3.0,8.0,1019.0,1020.0,1023.0,1012.0,1015.0,1017.0,0.0,0.0,0.0
2017-02-01,18,24,12,18.0,18.0,18.0,11.0,12.0,10.0,1015.55,1016.37,1018.13,100.0,100.0,100.0,23.0,28.0,22.0,26.0,25.0,25.0,11.0,10.0,10.0,14.0,15.0,15.0,6.0,9.0,3.0,1018.0,1019.0,1020.0,1013.0,1012.0,1015.0,0.0,0.0,0.0
2017-02-02,20,25,14,18.0,18.0,18.0,13.0,11.0,12.0,1017.23,1015.55,1016.37,94.0,100.0,100.0,37.0,23.0,28.0,24.0,26.0,25.0,12.0,11.0,10.0,15.0,14.0,15.0,10.0,6.0,9.0,1020.0,1018.0,1019.0,1014.0,1013.0,1012.0,0.0,0.0,0.0
2017-02-03,19,25,13,20.0,18.0,18.0,11.0,13.0,11.0,1019.45,1017.23,1015.55,77.0,94.0,100.0,39.0,37.0,23.0,25.0,24.0,26.0,14.0,12.0,11.0,14.0,15.0,14.0,8.0,10.0,6.0,1022.0,1020.0,1018.0,1017.0,1014.0,1013.0,0.0,0.0,0.0
2017-02-04,20,26,15,19.0,20.0,18.0,13.0,11.0,13.0,1018.25,1019.45,1017.23,88.0,77.0,94.0,41.0,39.0,37.0,25.0,25.0,24.0,13.0,14.0,12.0,15.0,14.0,15.0,11.0,8.0,10.0,1021.0,1022.0,1020.0,1015.0,1017.0,1014.0,0.0,0.0,0.0
2017-02-05,21,26,16,20.0,19.0,20.0,14.0,13.0,11.0,1014.35,1018.25,1019.45,94.0,88.0,77.0,39.0,41.0,39.0,26.0,25.0,25.0,15.0,13.0,14.0,17.0,15.0,14.0,12.0,11.0,8.0,1017.0,1021.0,1022.0,1010.0,1015.0,1017.0,0.0,0.0,0.0
2017-02-06,18,23,12,21.0,20.0,19.0,13.0,14.0,13.0,1013.88,1014.35,1018.25,94.0,94.0,88.0,30.0,39.0,41.0,26.0,26.0,25.0,16.0,15.0,13.0,16.0,17.0,15.0,4.0,12.0,11.0,1016.0,1017.0,1021.0,1011.0,1010.0,1015.0,0.0,0.0,0.0
2017-02-07,16,24,8,18.0,21.0,20.0,3.0,13.0,14.0,1016.72,1013.88,1014.35,72.0,94.0,94.0,12.0,30.0,39.0,23.0,26.0,26.0,12.0,16.0,15.0,8.0,16.0,17.0,-5.0,4.0,12.0,1020.0,1016.0,1017.0,1014.0,1011.0,1010.0,0.0,0.0,0.0
2017-02-08,17,25,9,16.0,18.0,21.0,2.0,3.0,13.0,1017.09,1016.72,1013.88,71.0,72.0,94.0,10.0,12.0,30.0,24.0,23.0,26.0,8.0,12.0,16.0,5.0,8.0,16.0,-4.0,-5.0,4.0,1020.0,1020.0,1016.0,1014.0,1014.0,1011.0,0.0,0.0,0.0
2017-02-09,17,23,11,17.0,16.0,18.0,5.0,2.0,3.0,1015.66,1017.09,1016.72,67.0,71.0,72.0,17.0,10.0,12.0,25.0,24.0,23.0,9.0,8.0,12.0,10.0,5.0,8.0,3.0,-4.0,-5.0,1018.0,1020.0,1020.0,1012.0,1014.0,1014.0,0.0,0.0,0.0
2017-02-10,17,24,10,17.0,17.0,16.0,2.0,5.0,2.0,1016.67,1015.66,1017.09,76.0,67.0,71.0,10.0,17.0,10.0,23.0,25.0,24.0,11.0,9.0,8.0,8.0,10.0,5.0,-3.0,3.0,-4.0,1019.0,1018.0,1020.0,1014.0,1012.0,1014.0,0.0,0.0,0.0
2017-02-11,16,24,8,17.0,17.0,17.0,2.0,2.0,5.0,1016.79,1016.67,1015.66,67.0,76.0,67.0,11.0,10.0,17.0,24.0,23.0,25.0,10.0,11.0,9.0,8.0,8.0,10.0,-3.0,-3.0,3.0,1020.0,1019.0,1018.0,1012.0,1014.0,1012.0,0.0,0.0,0.0
2017-02-12,18,24,11,16.0,17.0,17.0,2.0,2.0,2.0,1016.82,1016.79,1016.67,62.0,67.0,76.0,13.0,11.0,10.0,24.0,24.0,23.0,8.0,10.0,11.0,5.0,8.0,8.0,-1.0,-3.0,-3.0,1019.0,1020.0,1019.0,1014.0,1012.0,1014.0,0.0,0.0,0.0
2017-02-13,18,26,11,18.0,16.0,17.0,5.0,2.0,2.0,1019.89,1016.82,1016.79,64.0,62.0,67.0,21.0,13.0,11.0,24.0,24.0,24.0,11.0,8.0,10.0,8.0,5.0,8.0,2.0,-1.0,-3.0,1023.0,1019.0,1020.0,1017.0,1014.0,1012.0,0.0,0.0,0.0
2017-02-14,18,27,8,18.0,18.0,16.0,5.0,5.0,2.0,1022.08,1019.89,1016.82,72.0,64.0,62.0,10.0,21.0,13.0,26.0,24.0,24.0,11.0,11.0,8.0,9.0,8.0,5.0,-1.0,2.0,-1.0,1025.0,1023.0,1019.0,1019.0,1017.0,1014.0,0.0,0.0,0.0
2017-02-15,20,29,11,18.0,18.0,18.0,2.0,5.0,5.0,1022.65,1022.08,1019.89,76.0,72.0,64.0,8.0,10.0,21.0,27.0,26.0,24.0,8.0,11.0,11.0,8.0,9.0,8.0,-4.0,-1.0,2.0,1025.0,1025.0,1023.0,1019.0,1019.0,1017.0,0.0,0.0,0.0
2017-02-16,22,32,13,20.0,18.0,18.0,3.0,2.0,5.0,1022.0,1022.65,1022.08,63.0,76.0,72.0,6.0,8.0,10.0,29.0,27.0,26.0,11.0,8.0,11.0,9.0,8.0,9.0,-3.0,-4.0,-1.0,1025.0,1025.0,1025.0,1018.0,1019.0,1019.0,0.0,0.0,0.0
2017-02-17,23,32,14,22.0,20.0,18.0,4.0,3.0,2.0,1019.68,1022.0,1022.65,67.0,63.0,76.0,8.0,6.0,8.0,32.0,29.0,27.0,13.0,11.0,8.0,8.0,9.0,8.0,-1.0,-3.0,-4.0,1022.0,1025.0,1025.0,1015.0,1018.0,1019.0,0.0,0.0,0.0
2017-02-18,23,32,14,23.0,22.0,20.0,5.0,4.0,3.0,1018.52,1019.68,1022.0,59.0,67.0,63.0,7.0,8.0,6.0,32.0,32.0,29.0,14.0,13.0,11.0,9.0,8.0,9.0,-2.0,-1.0,-3.0,1021.0,1022.0,1025.0,1015.0,1015.0,1018.0,0.0,0.0,0.0
2017-02-19,24,33,16,23.0,23.0,22.0,8.0,5.0,4.0,1018.47,1018.52,1019.68,72.0,59.0,67.0,12.0,7.0,8.0,32.0,32.0,32.0,14.0,14.0,13.0,10.0,9.0,8.0,5.0,-2.0,-1.0,1021.0,1021.0,1022.0,1014.0,1015.0,1015.0,0.0,0.0,0.0
2017-02-20,24,31,17,24.0,23.0,23.0,8.0,8.0,5.0,1015.39,1018.47,1018.52,64.0,72.0,59.0,9.0,12.0,7.0,33.0,32.0,32.0,16.0,14.0,14.0,13.0,10.0,9.0,3.0,5.0,-2.0,1019.0,1021.0,1021.0,1010.0,1014.0,1015.0,0.0,0.0,0.0
2017-02-21,20,27,14,24.0,24.0,23.0,6.0,8.0,8.0,1008.35,1015.39,1018.47,49.0,64.0,72.0,14.0,9.0,12.0,31.0,33.0,32.0,17.0,16.0,14.0,9.0,13.0,10.0,3.0,3.0,5.0,1011.0,1019.0,1021.0,1003.0,1010.0,1014.0,0.0,0.0,0.0
2017-02-22,20,28,11,20.0,24.0,24.0,0.0,6.0,8.0,1009.08,1008.35,1015.39,59.0,49.0,64.0,6.0,14.0,9.0,27.0,31.0,33.0,14.0,17.0,16.0,7.0,9.0,13.0,-8.0,3.0,3.0,1012.0,1011.0,1019.0,1006.0,1003.0,1010.0,0.0,0.0,0.0
2017-02-23,20,27,12,20.0,20.0,24.0,-3.0,0.0,6.0,1013.0,1009.08,1008.35,51.0,59.0,49.0,4.0,6.0,14.0,28.0,27.0,31.0,11.0,14.0,17.0,6.0,7.0,9.0,-14.0,-8.0,3.0,1015.0,1012.0,1011.0,1010.0,1006.0,1003.0,0.0,0.0,0.0
2017-02-24,19,27,11,20.0,20.0,20.0,-3.0,-3.0,0.0,1016.02,1013.0,1009.08,48.0,51.0,59.0,4.0,4.0,6.0,27.0,28.0,27.0,12.0,11.0,14.0,5.0,6.0,7.0,-9.0,-14.0,-8.0,1018.0,1015.0,1012.0,1013.0,1010.0,1006.0,0.0,0.0,0.0
2017-02-25,22,30,14,19.0,20.0,20.0,-4.0,-3.0,-3.0,1018.61,1016.02,1013.0,54.0,48.0,51.0,4.0,4.0,4.0,27.0,27.0,28.0,11.0,12.0,11.0,6.0,5.0,6.0,-94.0,-9.0,-14.0,1021.0,1018.0,1015.0,1015.0,1013.0,1010.0,0.0,0.0,0.0
2017-02-26,21,29,13,22.0,19.0,20.0,-1.0,-4.0,-3.0,1016.19,1018.61,1016.02,41.0,54.0,48.0,4.0,4.0,4.0,30.0,27.0,27.0,14.0,11.0,12.0,8.0,6.0,5.0,-8.0,-94.0,-9.0,1020.0,1021.0,1018.0,1011.0,1015.0,1013.0,0.0,0.0,0.0
2017-02-27,22,31,12,21.0,22.0,19.0,0.0,-1.0,-4.0,1014.3,1016.19,1018.61,51.0,41.0,54.0,6.0,4.0,4.0,29.0,30.0,27.0,13.0,14.0,11.0,8.0,8.0,6.0,-9.0,-8.0,-94.0,1017.0,1020.0,1021.0,1011.0,1011.0,1015.0,0.0,0.0,0.0
2017-02-28,25,33,17,22.0,21.0,22.0,1.0,0.0,-1.0,1015.17,1014.3,1016.19,44.0,51.0,41.0,6.0,6.0,4.0,31.0,29.0,30.0,12.0,13.0,14.0,6.0,8.0,8.0,-3.0,-9.0,-8.0,1018.0,1017.0,1020.0,1011.0,1011.0,1011.0,0.0,0.0,0.0
2017-03-01,25,32,18,25.0,22.0,21.0,3.0,1.0,0.0,1014.47,1015.17,1014.3,40.0,44.0,51.0,6.0,6.0,6.0,33.0,31.0,29.0,17.0,12.0,13.0,7.0,6.0,8.0,0.0,-3.0,-9.0,1018.0,1018.0,1017.0,1009.0,1011.0,1011.0,0.0,0.0,0.0
2017-03-02,24,29,19,25.0,25.0,22.0,7.0,3.0,1.0,1013.08,1014.47,1015.17,49.0,40.0,44.0,11.0,6.0,6.0,32.0,33.0,31.0,18.0,17.0,12.0,12.0,7.0,6.0,3.0,0.0,-3.0,1016.0,1018.0,1018.0,1009.0,1009.0,1011.0,0.0,0.0,0.0
2017-03-03,22,28,17,24.0,25.0,25.0,12.0,7.0,3.0,1012.37,1013.08,1014.47,73.0,49.0,40.0,20.0,11.0,6.0,29.0,32.0,33.0,19.0,18.0,17.0,15.0,12.0,7.0,9.0,3.0,0.0,1016.0,1016.0,1018.0,1009.0,1009.0,1009.0,6.0,0.0,0.0
2017-03-04,21,28,14,22.0,24.0,25.0,5.0,12.0,7.0,1011.48,1012.37,1013.08,60.0,73.0,49.0,12.0,20.0,11.0,28.0,29.0,32.0,17.0,19.0,18.0,12.0,15.0,12.0,1.0,9.0,3.0,1014.0,1016.0,1016.0,1008.0,1009.0,1009.0,0.0,6.0,0.0
2017-03-05,20,28,13,21.0,22.0,24.0,3.0,5.0,12.0,1011.09,1011.48,1012.37,59.0,60.0,73.0,9.0,12.0,20.0,28.0,28.0,29.0,14.0,17.0,19.0,10.0,12.0,15.0,-3.0,1.0,9.0,1014.0,1014.0,1016.0,1008.0,1008.0,1009.0,0.0,0.0,6.0
2017-03-06,22,30,13,20.0,21.0,22.0,2.0,3.0,5.0,1012.21,1011.09,1011.48,71.0,59.0,60.0,8.0,9.0,12.0,28.0,28.0,28.0,13.0,14.0,17.0,14.0,10.0,12.0,-3.0,-3.0,1.0,1015.0,1014.0,1014.0,1009.0,1008.0,1008.0,0.0,0.0,0.0
2017-03-07,24,31,16,22.0,20.0,21.0,1.0,2.0,3.0,1011.73,1012.21,1011.09,59.0,71.0,59.0,5.0,8.0,9.0,30.0,28.0,28.0,13.0,13.0,14.0,6.0,14.0,10.0,-5.0,-3.0,-3.0,1015.0,1015.0,1014.0,1007.0,1009.0,1008.0,0.0,0.0,0.0
2017-03-08,24,30,19,24.0,22.0,20.0,2.0,1.0,2.0,1009.62,1011.73,1012.21,42.0,59.0,71.0,6.0,5.0,8.0,31.0,30.0,28.0,16.0,13.0,13.0,6.0,6.0,14.0,-3.0,-5.0,-3.0,1013.0,1015.0,1015.0,1005.0,1007.0,1009.0,0.0,0.0,0.0
2017-03-09,23,28,18,24.0,24.0,22.0,6.0,2.0,1.0,1008.61,1009.62,1011.73,46.0,42.0,59.0,16.0,6.0,5.0,30.0,31.0,30.0,19.0,16.0,13.0,12.0,6.0,6.0,2.0,-3.0,-5.0,1011.0,1013.0,1015.0,1004.0,1005.0,1007.0,0.0,0.0,0.0
2017-03-10,18,23,14,23.0,24.0,24.0,10.0,6.0,2.0,1008.17,1008.61,1009.62,68.0,46.0,42.0,18.0,16.0,6.0,28.0,30.0,31.0,18.0,19.0,16.0,14.0,12.0,6.0,6.0,2.0,-3.0,1011.0,1011.0,1013.0,1005.0,1004.0,1005.0,4.0,0.0,0.0
2017-03-11,18,24,11,18.0,23.0,24.0,14.0,10.0,6.0,1007.59,1008.17,1008.61,100.0,68.0,46.0,49.0,18.0,16.0,23.0,28.0,30.0,14.0,18.0,19.0,16.0,14.0,12.0,10.0,6.0,2.0,1010.0,1011.0,1011.0,1004.0,1005.0,1004.0,4.0,4.0,0.0
2017-03-12,18,25,10,18.0,18.0,23.0,5.0,14.0,10.0,1010.51,1007.59,1008.17,100.0,100.0,68.0,7.0,49.0,18.0,24.0,23.0,28.0,11.0,14.0,18.0,14.0,16.0,14.0,-6.0,10.0,6.0,1018.0,1010.0,1011.0,1007.0,1004.0,1005.0,0.0,4.0,4.0
2017-03-13,18,26,11,18.0,18.0,18.0,-1.0,5.0,14.0,1014.68,1010.51,1007.59,59.0,100.0,100.0,5.0,7.0,49.0,25.0,24.0,23.0,10.0,11.0,14.0,7.0,14.0,16.0,-8.0,-6.0,10.0,1017.0,1018.0,1010.0,1011.0,1007.0,1004.0,0.0,0.0,4.0
2017-03-14,21,28,14,18.0,18.0,18.0,2.0,-1.0,5.0,1015.33,1014.68,1010.51,55.0,59.0,100.0,8.0,5.0,7.0,26.0,25.0,24.0,11.0,10.0,11.0,5.0,7.0,14.0,-4.0,-8.0,-6.0,1018.0,1017.0,1018.0,1012.0,1011.0,1007.0,0.0,0.0,0.0
2017-03-15,24,31,16,21.0,18.0,18.0,2.0,2.0,-1.0,1016.87,1015.33,1014.68,45.0,55.0,59.0,7.0,8.0,5.0,28.0,26.0,25.0,14.0,11.0,10.0,6.0,5.0,7.0,-3.0,-4.0,-8.0,1019.0,1018.0,1017.0,1014.0,1012.0,1011.0,0.0,0.0,0.0
2017-03-16,24,32,15,24.0,21.0,18.0,3.0,2.0,2.0,1015.54,1016.87,1015.33,51.0,45.0,55.0,12.0,7.0,8.0,31.0,28.0,26.0,16.0,14.0,11.0,8.0,6.0,5.0,-2.0,-3.0,-4.0,1018.0,1019.0,1018.0,1012.0,1014.0,1012.0,0.0,0.0,0.0
2017-03-17,24,30,17,24.0,24.0,21.0,2.0,3.0,2.0,1012.77,1015.54,1016.87,45.0,51.0,45.0,5.0,12.0,7.0,32.0,31.0,28.0,15.0,16.0,14.0,7.0,8.0,6.0,-4.0,-2.0,-3.0,1015.0,1018.0,1019.0,1008.0,1012.0,1014.0,0.0,0.0,0.0
2017-03-18,24,31,17,24.0,24.0,24.0,6.0,2.0,3.0,1011.91,1012.77,1015.54,59.0,45.0,51.0,11.0,5.0,12.0,30.0,32.0,31.0,17.0,15.0,16.0,12.0,7.0,8.0,1.0,-4.0,-2.0,1015.0,1015.0,1018.0,1008.0,1008.0,1012.0,0.0,0.0,0.0
2017-03-19,24,31,17,24.0,24.0,24.0,8.0,6.0,2.0,1011.43,1011.91,1012.77,64.0,59.0,45.0,17.0,11.0,5.0,31.0,30.0,32.0,17.0,17.0,15.0,14.0,12.0,7.0,5.0,1.0,-4.0,1015.0,1015.0,1015.0,1006.0,1008.0,1008.0,0.4,0.0,0.0
2017-03-20,24,32,16,24.0,24.0,24.0,13.0,8.0,6.0,1012.86,1011.43,1011.91,78.0,64.0,59.0,18.0,17.0,11.0,31.0,31.0,30.0,17.0,17.0,17.0,15.0,14.0,12.0,8.0,5.0,1.0,1015.0,1015.0,1015.0,1009.0,1006.0,1008.0,0.8,0.4,0.0
2017-03-21,25,34,16,24.0,24.0,24.0,7.0,13.0,8.0,1014.3,1012.86,1011.43,73.0,78.0,64.0,6.0,18.0,17.0,32.0,31.0,31.0,16.0,17.0,17.0,16.0,15.0,14.0,-4.0,8.0,5.0,1017.0,1015.0,1015.0,1010.0,1009.0,1006.0,0.0,0.8,0.4
2017-03-22,28,37,19,25.0,24.0,24.0,5.0,7.0,13.0,1014.59,1014.3,1012.86,56.0,73.0,78.0,6.0,6.0,18.0,34.0,32.0,31.0,16.0,16.0,17.0,12.0,16.0,15.0,0.0,-4.0,8.0,1017.0,1017.0,1015.0,1010.0,1010.0,1009.0,0.0,0.0,0.8
2017-03-23,30,37,24,28.0,25.0,24.0,6.0,5.0,7.0,1012.67,1014.59,1014.3,46.0,56.0,73.0,6.0,6.0,6.0,37.0,34.0,32.0,19.0,16.0,16.0,14.0,12.0,16.0,2.0,0.0,-4.0,1016.0,1017.0,1017.0,1001.0,1010.0,1010.0,0.0,0.0,0.0
2017-03-24,28,36,21,30.0,28.0,25.0,6.0,6.0,5.0,1011.32,1012.67,1014.59,34.0,46.0,56.0,5.0,6.0,6.0,37.0,37.0,34.0,24.0,19.0,16.0,12.0,14.0,12.0,2.0,2.0,0.0,1014.0,1016.0,1017.0,1006.0,1001.0,1010.0,0.0,0.0,0.0
2017-03-25,28,36,21,28.0,30.0,28.0,8.0,6.0,6.0,1011.47,1011.32,1012.67,44.0,34.0,46.0,10.0,5.0,6.0,36.0,37.0,37.0,21.0,24.0,19.0,14.0,12.0,14.0,5.0,2.0,2.0,1014.0,1014.0,1016.0,1007.0,1006.0,1001.0,0.0,0.0,0.0
2017-03-26,29,37,21,28.0,28.0,30.0,6.0,8.0,6.0,1012.21,1011.47,1011.32,41.0,44.0,34.0,6.0,10.0,5.0,36.0,36.0,37.0,21.0,21.0,24.0,11.0,14.0,12.0,3.0,5.0,2.0,1015.0,1014.0,1014.0,1007.0,1007.0,1006.0,0.0,0.0,0.0
2017-03-27,30,40,21,29.0,28.0,28.0,7.0,6.0,8.0,1013.49,1012.21,1011.47,44.0,41.0,44.0,7.0,6.0,10.0,37.0,36.0,36.0,21.0,21.0,21.0,11.0,11.0,14.0,5.0,3.0,5.0,1017.0,1015.0,1014.0,1008.0,1007.0,1007.0,0.0,0.0,0.0
